,Unnamed: 0,Date,Station,Rainfall (mm),Temperature (°C),Humidity (%),Wind Speed (km/h),Precipitation Type
2739,2739,7/4/2023,Chitwan,0.0,17.0,100,11.3,Rain
2740,2740,7/5/2023,Chitwan,24.74,21.2,64,10.7,Rain
2741,2741,7/6/2023,Chitwan,88.07,23.3,90,3.5,Rain
2742,2742,7/7/2023,Chitwan,0.0,32.6,62,20.0,Drizzle
2743,2743,7/8/2023,Chitwan,30.879999999999995,22.2,96,16.4,Snow
2744,2744,7/9/2023,Chitwan,39.7,33.6,55,11.2,Rain
2745,2745,7/10/2023,Chitwan,92.84,33.3,43,1.9,Drizzle
2746,2746,7/11/2023,Chitwan,83.98,28.7,60,9.0,Drizzle
2747,2747,7/12/2023,Chitwan,99.34,26.8,88,6.4,Drizzle
2748,2748,7/13/2023,Chitwan,0.0,15.3,44,15.4,Rain
2749,2749,7/14/2023,Chitwan,85.34,33.4,91,3.4,Drizzle
2750,2750,7/15/2023,Chitwan,89.58,32.9,94,10.9,Rain
2751,2751,7/16/2023,Chitwan,0.0,11.3,87,7.3,Snow
2752,2752,7/17/2023,Chitwan,41.33,34.9,79,17.2,
2753,2753,7/18/2023,Chitwan,2.42,23.4,54,19.7,
2754,2754,7/19/2023,Chitwan,0.0,21.9,56,4.3,Snow
2755,2755,7/20/2023,Chitwan,0.0,30.5,59,6.9,
2756,2756,7/21/2023,Chitwan,69.19,32.8,54,15.1,Snow
2757,2757,7/22/2023,Chitwan,2.6799999999999997,24.7,46,2.6,Drizzle
2758,2758,7/23/2023,Chitwan,0.0,17.0,66,12.7,Drizzle
2759,2759,7/24/2023,Chitwan,0.0,27.2,69,3.2,Rain
2760,2760,7/25/2023,Chitwan,81.52,22.6,77,9.6,Drizzle
2761,2761,7/26/2023,Chitwan,30.18,30.4,94,3.0,Drizzle
2762,2762,7/27/2023,Chitwan,0.0,16.2,69,11.4,
2763,2763,7/28/2023,Chitwan,12.74,16.4,58,16.0,Rain
2764,2764,7/29/2023,Chitwan,0.0,25.4,87,2.4,Snow
2765,2765,7/30/2023,Chitwan,0.0,17.9,44,17.3,Drizzle
2766,2766,7/31/2023,Chitwan,25.02,26.1,65,6.8,Snow
2767,2767,8/1/2023,Chitwan,0.0,27.8,56,7.0,Rain
2768,2768,8/2/2023,Chitwan,84.99,21.4,40,19.7,
2769,2769,8/3/2023,Chitwan,15.29,10.6,44,17.0,Drizzle
2770,2770,8/4/2023,Chitwan,0.0,34.6,93,11.9,Snow
2771,2771,8/5/2023,Chitwan,50.02,30.7,55,13.3,
2772,2772,8/6/2023,Chitwan,0.0,15.4,54,19.2,Drizzle
2773,2773,8/7/2023,Chitwan,0.0,30.4,45,6.9,Snow
2774,2774,8/8/2023,Chitwan,76.82,32.9,92,12.2,Snow
2775,2775,8/9/2023,Chitwan,56.34,21.3,41,16.3,Snow
2776,2776,8/10/2023,Chitwan,9.72,12.2,77,6.8,Rain
2777,2777,8/11/2023,Chitwan,62.879999999999995,24.2,85,12.2,Snow
2778,2778,8/12/2023,Chitwan,13.29,14.9,89,10.1,Rain
2779,2779,8/13/2023,Chitwan,73.34,10.4,97,1.7,Rain
2780,2780,8/14/2023,Chitwan,83.45,12.5,72,16.3,Snow
2781,2781,8/15/2023,Chitwan,89.51,11.1,89,13.8,
2782,2782,8/16/2023,Chitwan,47.55,16.3,65,4.5,Snow
2783,2783,8/17/2023,Chitwan,0.0,16.4,92,17.6,
2784,2784,8/18/2023,Chitwan,0.0,18.1,88,2.2,Snow
2785,2785,8/19/2023,Chitwan,42.82,14.8,42,9.2,Drizzle
2786,2786,8/20/2023,Chitwan,68.81,31.1,68,9.2,Rain
2787,2787,8/21/2023,Chitwan,89.9,30.8,88,6.6,
2788,2788,8/22/2023,Chitwan,5.6,12.2,96,4.7,Rain
2789,2789,8/23/2023,Chitwan,18.21,27.2,72,10.5,
2790,2790,8/24/2023,Chitwan,91.99,29.8,92,16.2,Rain
2791,2791,8/25/2023,Chitwan,0.0,33.1,56,4.7,Rain
2792,2792,8/26/2023,Chitwan,21.23,25.7,67,17.4,
2793,2793,8/27/2023,Chitwan,23.44,33.7,84,9.6,
2794,2794,8/28/2023,Chitwan,0.0,30.0,55,14.2,Rain
2795,2795,8/29/2023,Chitwan,0.0,19.3,91,10.2,Drizzle
2796,2796,8/30/2023,Chitwan,91.18,29.8,71,19.8,Rain
2797,2797,8/31/2023,Chitwan,0.0,10.3,44,17.5,
2798,2798,9/1/2023,Chitwan,96.2,19.0,87,6.1,Snow
2799,2799,9/2/2023,Chitwan,0.0,21.2,51,3.0,Drizzle
2800,2800,9/3/2023,Chitwan,11.81,23.4,54,17.6,Drizzle
2801,2801,9/4/2023,Chitwan,92.14,12.5,87,4.8,Snow
2802,2802,9/5/2023,Chitwan,0.0,18.6,42,4.1,Snow
2803,2803,9/6/2023,Chitwan,10.21,18.0,97,1.6,Drizzle
2804,2804,9/7/2023,Chitwan,54.6,16.1,93,15.3,Drizzle
2805,2805,9/8/2023,Chitwan,42.92,31.8,61,0.7,
2806,2806,9/9/2023,Chitwan,41.15,19.7,70,7.9,Drizzle
2807,2807,9/10/2023,Chitwan,33.72,27.2,100,10.9,Rain
2808,2808,9/11/2023,Chitwan,0.5099999999999998,14.0,75,7.6,Snow
2809,2809,9/12/2023,Chitwan,70.1,28.8,94,8.5,
2810,2810,9/13/2023,Chitwan,6.58,23.2,93,19.0,
2811,2811,9/14/2023,Chitwan,70.84,22.6,86,11.0,Rain
2812,2812,9/15/2023,Chitwan,0.0,16.2,48,8.2,Snow
2813,2813,9/16/2023,Chitwan,12.96,24.7,77,14.6,Drizzle
2814,2814,9/17/2023,Chitwan,8.83,21.1,65,7.2,Drizzle
2815,2815,9/18/2023,Chitwan,0.0,22.7,94,5.3,Rain
2816,2816,9/19/2023,Chitwan,42.48,32.8,81,7.6,Rain
2817,2817,9/20/2023,Chitwan,46.23,12.6,74,15.4,Snow
2818,2818,9/21/2023,Chitwan,0.0,23.1,40,10.4,Drizzle
2819,2819,9/22/2023,Chitwan,48.34,30.7,82,19.4,
2820,2820,9/23/2023,Chitwan,97.97,29.7,49,10.4,
2821,2821,9/24/2023,Chitwan,0.0,34.0,67,2.3,Rain
2822,2822,9/25/2023,Chitwan,31.35,32.5,65,4.2,Snow
2823,2823,9/26/2023,Chitwan,0.0,13.7,93,0.3,Snow
2824,2824,9/27/2023,Chitwan,69.42,17.0,84,16.6,
2825,2825,9/28/2023,Chitwan,35.27,23.7,47,16.0,Rain
2826,2826,9/29/2023,Chitwan,0.0,32.1,94,10.0,Drizzle
2827,2827,9/30/2023,Chitwan,52.34,34.3,94,6.9,Rain
2828,2828,10/1/2023,Chitwan,0.0,15.6,82,17.0,Snow
2829,2829,10/2/2023,Chitwan,0.0,23.0,74,11.9,Rain
2830,2830,10/3/2023,Chitwan,80.86,19.7,88,7.6,Snow
2831,2831,10/4/2023,Chitwan,58.48,32.8,60,5.2,Rain
2832,2832,10/5/2023,Chitwan,0.0,26.4,58,0.4,Drizzle
2833,2833,10/6/2023,Chitwan,64.15,28.4,41,15.7,Rain
2834,2834,10/7/2023,Chitwan,55.09,10.7,83,12.0,
2835,2835,10/8/2023,Chitwan,0.0,20.8,45,10.4,
2836,2836,10/9/2023,Chitwan,0.0,15.1,54,1.5,Rain
2837,2837,10/10/2023,Chitwan,0.0,18.3,63,9.8,Snow
2838,2838,10/11/2023,Chitwan,76.23,24.0,53,19.6,Rain
2839,2839,10/12/2023,Chitwan,0.0,30.0,81,19.8,Rain
2840,2840,10/13/2023,Chitwan,0.0,32.8,99,1.1,Rain
2841,2841,10/14/2023,Chitwan,41.2,13.0,46,9.5,Snow
2842,2842,10/15/2023,Chitwan,0.0,32.8,47,14.2,Snow
2843,2843,10/16/2023,Chitwan,0.0,34.4,78,18.5,Snow
2844,2844,10/17/2023,Chitwan,65.24,30.3,70,5.1,Rain
2845,2845,10/18/2023,Chitwan,26.9,25.4,95,3.0,Snow
2846,2846,10/19/2023,Chitwan,0.0,12.2,98,14.3,Drizzle
2847,2847,10/20/2023,Chitwan,89.62,19.9,41,16.4,
2848,2848,10/21/2023,Chitwan,6.289999999999999,19.5,82,17.4,Drizzle
2849,2849,10/22/2023,Chitwan,16.35,26.9,87,16.4,Rain
2850,2850,10/23/2023,Chitwan,41.79,10.8,66,2.0,
2851,2851,10/24/2023,Chitwan,0.0,34.8,82,15.5,
2852,2852,10/25/2023,Chitwan,91.27,25.0,98,7.2,Snow
2853,2853,10/26/2023,Chitwan,7.5,19.1,72,2.0,Rain
2854,2854,10/27/2023,Chitwan,52.2,30.2,94,5.8,Drizzle
2855,2855,10/28/2023,Chitwan,0.0,16.7,56,10.9,
2856,2856,10/29/2023,Chitwan,0.0,16.5,75,0.8,Snow
2857,2857,10/30/2023,Chitwan,60.19,23.9,72,14.4,Rain
2858,2858,10/31/2023,Chitwan,13.78,34.9,56,4.6,Rain
2859,2859,11/1/2023,Chitwan,0.0,11.8,75,0.4,Rain
2860,2860,11/2/2023,Chitwan,13.59,30.7,64,2.3,Drizzle
2861,2861,11/3/2023,Chitwan,24.89,26.4,47,10.2,Rain
2862,2862,11/4/2023,Chitwan,18.19,14.7,84,7.0,Drizzle
2863,2863,11/5/2023,Chitwan,36.28,26.0,51,3.6,
2864,2864,11/6/2023,Chitwan,0.0,12.5,80,17.3,Snow
2865,2865,11/7/2023,Chitwan,0.0,17.6,97,11.6,
2866,2866,11/8/2023,Chitwan,60.15,31.4,42,10.1,Snow
2867,2867,11/9/2023,Chitwan,78.98,22.8,86,15.0,
2868,2868,11/10/2023,Chitwan,98.55,26.1,75,14.7,Rain
2869,2869,11/11/2023,Chitwan,0.0,28.9,85,19.6,Snow
2870,2870,11/12/2023,Chitwan,0.0,10.7,73,4.5,
2871,2871,11/13/2023,Chitwan,42.37,23.7,68,6.6,
2872,2872,11/14/2023,Chitwan,6.1,15.3,59,19.7,Snow
2873,2873,11/15/2023,Chitwan,20.05,11.5,44,2.4,Snow
2874,2874,11/16/2023,Chitwan,0.0,31.0,100,5.3,Drizzle
2875,2875,11/17/2023,Chitwan,20.33,24.7,77,1.0,Snow
2876,2876,11/18/2023,Chitwan,49.49,15.0,56,3.7,
2877,2877,11/19/2023,Chitwan,72.49,26.2,82,7.5,Rain
2878,2878,11/20/2023,Chitwan,75.43,27.5,62,6.6,
2879,2879,11/21/2023,Chitwan,0.0,10.5,90,16.3,Snow
2880,2880,11/22/2023,Chitwan,89.43,11.7,72,7.0,Snow
2881,2881,11/23/2023,Chitwan,0.0,24.9,58,14.3,Drizzle
2882,2882,11/24/2023,Chitwan,21.04,28.2,90,8.9,Rain
2883,2883,11/25/2023,Chitwan,12.41,26.6,76,2.3,Snow
2884,2884,11/26/2023,Chitwan,47.75,18.7,82,0.5,
2885,2885,11/27/2023,Chitwan,0.0,26.1,83,5.3,Rain
2886,2886,11/28/2023,Chitwan,87.9,30.0,46,14.5,
2887,2887,11/29/2023,Chitwan,46.68,31.4,73,17.0,Drizzle
2888,2888,11/30/2023,Chitwan,12.04,16.4,94,14.0,Drizzle
2889,2889,12/1/2023,Chitwan,15.18,21.0,89,10.9,
2890,2890,12/2/2023,Chitwan,87.37,12.0,91,11.3,
2891,2891,12/3/2023,Chitwan,0.0,10.2,63,18.8,Rain
2892,2892,12/4/2023,Chitwan,98.22,31.3,47,17.9,Drizzle
2893,2893,12/5/2023,Chitwan,0.0,32.5,84,19.1,
2894,2894,12/6/2023,Chitwan,0.0,23.9,82,6.7,Rain
2895,2895,12/7/2023,Chitwan,3.5199999999999996,19.1,70,15.1,Drizzle
2896,2896,12/8/2023,Chitwan,0.0,34.8,75,3.9,Drizzle
2897,2897,12/9/2023,Chitwan,15.530000000000001,11.2,91,5.3,
2898,2898,12/10/2023,Chitwan,0.0,27.8,94,3.3,Rain
2899,2899,12/11/2023,Chitwan,0.0,24.9,55,8.6,Snow
2900,2900,12/12/2023,Chitwan,0.0,22.3,90,10.0,Snow
2901,2901,12/13/2023,Chitwan,76.45,29.0,88,12.1,Rain
2902,2902,12/14/2023,Chitwan,27.04,19.1,95,18.3,Rain
2903,2903,12/15/2023,Chitwan,74.99,12.0,60,14.6,
2904,2904,12/16/2023,Chitwan,0.0,26.0,63,10.0,Rain
2905,2905,12/17/2023,Chitwan,57.37,30.9,51,14.2,Rain
2906,2906,12/18/2023,Chitwan,74.34,30.6,87,5.2,
2907,2907,12/19/2023,Chitwan,0.0,34.3,59,18.6,Rain
2908,2908,12/20/2023,Chitwan,61.19,29.0,55,6.4,Snow
2909,2909,12/21/2023,Chitwan,0.0,21.1,46,15.0,Snow
2910,2910,12/22/2023,Chitwan,6.49,12.5,69,5.0,Rain
2911,2911,12/23/2023,Chitwan,0.0,17.1,59,7.9,
2912,2912,12/24/2023,Chitwan,0.0,14.2,95,18.8,Drizzle
2913,2913,12/25/2023,Chitwan,0.0,19.0,85,4.8,Drizzle
2914,2914,12/26/2023,Chitwan,17.33,15.6,41,5.3,Snow
2915,2915,12/27/2023,Chitwan,14.170000000000002,30.5,75,15.6,Rain
2916,2916,12/28/2023,Chitwan,4.62,27.5,55,8.7,Snow
2917,2917,12/29/2023,Chitwan,0.0,16.1,52,9.1,Snow
2918,2918,12/30/2023,Chitwan,74.93,20.7,43,2.2,Snow
2919,2919,12/31/2023,Chitwan,0.0,31.0,85,2.7,Rain
2920,2920,1/1/2023,Lalitpur,0.0,32.0,88,9.7,Snow
2921,2921,1/2/2023,Lalitpur,0.0,18.2,95,14.9,Snow
2922,2922,1/3/2023,Lalitpur,88.07,16.5,63,4.6,Rain
2923,2923,1/4/2023,Lalitpur,0.0,13.8,81,17.5,Snow
2924,2924,1/5/2023,Lalitpur,40.65,34.0,75,0.4,Drizzle
2925,2925,1/6/2023,Lalitpur,75.21,19.7,99,8.6,
2926,2926,1/7/2023,Lalitpur,28.22,20.7,45,17.8,Rain
2927,2927,1/8/2023,Lalitpur,0.0,32.6,54,1.4,Drizzle
2928,2928,1/9/2023,Lalitpur,13.6,31.9,57,8.7,Drizzle
2929,2929,1/10/2023,Lalitpur,47.8,21.4,81,8.9,
2930,2930,1/11/2023,Lalitpur,26.96,10.4,97,11.5,
2931,2931,1/12/2023,Lalitpur,24.82,13.0,82,2.7,Drizzle
2932,2932,1/13/2023,Lalitpur,37.51,23.5,43,19.9,Snow
2933,2933,1/14/2023,Lalitpur,0.0,27.5,96,6.1,Rain
2934,2934,1/15/2023,Lalitpur,87.93,10.1,46,9.0,Drizzle
2935,2935,1/16/2023,Lalitpur,15.82,14.9,89,1.4,Rain
2936,2936,1/17/2023,Lalitpur,56.41,25.3,92,1.3,Snow
2937,2937,1/18/2023,Lalitpur,0.0,25.4,53,12.9,
2938,2938,1/19/2023,Lalitpur,52.09,32.1,46,3.7,Drizzle
2939,2939,1/20/2023,Lalitpur,87.12,16.9,73,6.2,Snow
2940,2940,1/21/2023,Lalitpur,56.61,19.9,98,5.2,Rain
2941,2941,1/22/2023,Lalitpur,41.87,25.0,58,8.4,Rain
2942,2942,1/23/2023,Lalitpur,70.77,22.1,52,5.0,Drizzle
2943,2943,1/24/2023,Lalitpur,0.0,21.6,89,1.5,Snow
2944,2944,1/25/2023,Lalitpur,89.77,28.8,85,4.4,Snow
2945,2945,1/26/2023,Lalitpur,93.33,26.2,56,2.7,Rain
2946,2946,1/27/2023,Lalitpur,67.28,22.9,90,12.2,Rain
2947,2947,1/28/2023,Lalitpur,99.99,10.1,80,9.2,Drizzle
2948,2948,1/29/2023,Lalitpur,0.0,13.7,84,3.5,Snow
2949,2949,1/30/2023,Lalitpur,85.17,19.1,40,7.3,Drizzle
2950,2950,1/31/2023,Lalitpur,99.6,17.7,69,3.2,
2951,2951,2/1/2023,Lalitpur,0.0,10.5,92,19.8,
2952,2952,2/2/2023,Lalitpur,39.51,10.5,47,11.1,Drizzle
2953,2953,2/3/2023,Lalitpur,10.43,10.5,75,9.0,Snow
2954,2954,2/4/2023,Lalitpur,0.0,11.1,83,5.4,Rain
2955,2955,2/5/2023,Lalitpur,38.27,33.8,64,8.2,Rain
2956,2956,2/6/2023,Lalitpur,0.0,34.4,71,4.5,Drizzle
2957,2957,2/7/2023,Lalitpur,27.19,24.7,69,9.8,Snow
2958,2958,2/8/2023,Lalitpur,0.0,11.0,84,5.4,
2959,2959,2/9/2023,Lalitpur,13.81,16.0,52,14.6,
2960,2960,2/10/2023,Lalitpur,27.48,12.7,90,0.5,Rain
2961,2961,2/11/2023,Lalitpur,0.0,17.8,89,1.3,Drizzle
2962,2962,2/12/2023,Lalitpur,17.98,20.9,70,9.0,Rain
2963,2963,2/13/2023,Lalitpur,0.0,31.7,93,17.5,Rain
2964,2964,2/14/2023,Lalitpur,0.0,25.3,52,17.8,Rain
2965,2965,2/15/2023,Lalitpur,88.92,26.2,95,2.5,
2966,2966,2/16/2023,Lalitpur,0.0,24.5,91,4.0,Snow
2967,2967,2/17/2023,Lalitpur,89.63,24.4,97,10.2,Drizzle
2968,2968,2/18/2023,Lalitpur,0.0,11.8,91,12.2,Snow
2969,2969,2/19/2023,Lalitpur,53.03,25.4,65,6.9,Rain
2970,2970,2/20/2023,Lalitpur,77.86,16.8,69,19.0,Drizzle
2971,2971,2/21/2023,Lalitpur,42.73,24.8,55,8.0,
2972,2972,2/22/2023,Lalitpur,94.97,14.1,40,10.9,Drizzle
2973,2973,2/23/2023,Lalitpur,17.43,25.3,94,15.9,Snow
2974,2974,2/24/2023,Lalitpur,0.0,15.7,51,9.5,
2975,2975,2/25/2023,Lalitpur,60.53,19.3,100,19.7,Drizzle
2976,2976,2/26/2023,Lalitpur,85.56,21.6,41,18.9,Rain
2977,2977,2/27/2023,Lalitpur,24.77,16.1,50,7.1,
2978,2978,2/28/2023,Lalitpur,40.3,19.4,65,12.8,Snow
2979,2979,3/1/2023,Lalitpur,46.04,29.8,46,7.8,
2980,2980,3/2/2023,Lalitpur,99.01,35.0,80,12.3,
2981,2981,3/3/2023,Lalitpur,17.58,16.4,55,9.4,Rain
2982,2982,3/4/2023,Lalitpur,14.82,34.0,83,4.2,Drizzle
2983,2983,3/5/2023,Lalitpur,0.0,13.8,87,12.2,Drizzle
2984,2984,3/6/2023,Lalitpur,45.47,16.6,62,20.0,
2985,2985,3/7/2023,Lalitpur,0.0,14.7,87,2.2,Drizzle
2986,2986,3/8/2023,Lalitpur,12.37,21.0,57,7.7,
2987,2987,3/9/2023,Lalitpur,0.0,34.0,99,8.0,
2988,2988,3/10/2023,Lalitpur,18.35,12.5,78,18.7,Snow
2989,2989,3/11/2023,Lalitpur,49.6,17.8,95,16.1,Drizzle
2990,2990,3/12/2023,Lalitpur,96.98,26.0,92,7.2,Drizzle
2991,2991,3/13/2023,Lalitpur,0.0,16.9,76,13.4,Drizzle
2992,2992,3/14/2023,Lalitpur,75.22,32.9,93,16.4,Rain
2993,2993,3/15/2023,Lalitpur,52.04,25.7,89,2.7,Drizzle
2994,2994,3/16/2023,Lalitpur,0.0,19.0,69,11.4,Rain
2995,2995,3/17/2023,Lalitpur,67.09,20.5,74,19.2,Rain
2996,2996,3/18/2023,Lalitpur,13.92,33.2,45,15.7,Rain
2997,2997,3/19/2023,Lalitpur,34.66,26.2,63,2.8,Drizzle
2998,2998,3/20/2023,Lalitpur,34.85,19.9,84,4.8,Snow
2999,2999,3/21/2023,Lalitpur,7.720000000000001,16.0,40,1.1,Drizzle
3000,3000,3/22/2023,Lalitpur,88.72,20.6,93,5.8,Rain
3001,3001,3/23/2023,Lalitpur,0.0,16.7,93,18.0,Rain
3002,3002,3/24/2023,Lalitpur,2.9800000000000004,16.0,89,8.2,
3003,3003,3/25/2023,Lalitpur,60.62,22.4,72,11.3,Snow
3004,3004,3/26/2023,Lalitpur,20.11,30.6,50,3.6,Drizzle
3005,3005,3/27/2023,Lalitpur,94.58,24.0,48,20.0,Drizzle
3006,3006,3/28/2023,Lalitpur,0.0,14.0,74,18.8,Drizzle
3007,3007,3/29/2023,Lalitpur,91.98,33.4,40,7.4,
3008,3008,3/30/2023,Lalitpur,28.56,23.2,44,3.5,Drizzle
3009,3009,3/31/2023,Lalitpur,39.2,24.5,55,17.8,Rain
3010,3010,4/1/2023,Lalitpur,49.75,24.6,42,7.4,Snow
3011,3011,4/2/2023,Lalitpur,0.0,13.4,76,8.8,Rain
3012,3012,4/3/2023,Lalitpur,74.81,18.7,82,5.5,Drizzle
3013,3013,4/4/2023,Lalitpur,80.43,33.6,98,7.8,Drizzle
3014,3014,4/5/2023,Lalitpur,2.79,10.5,97,14.1,Snow
3015,3015,4/6/2023,Lalitpur,37.76,11.9,75,6.5,
3016,3016,4/7/2023,Lalitpur,0.0,10.8,62,9.9,Rain
3017,3017,4/8/2023,Lalitpur,5.81,13.0,86,11.0,Drizzle
3018,3018,4/9/2023,Lalitpur,0.0,34.0,43,1.1,Drizzle
3019,3019,4/10/2023,Lalitpur,84.17,21.3,73,12.8,Snow
3020,3020,4/11/2023,Lalitpur,5.87,33.5,100,12.0,Drizzle
3021,3021,4/12/2023,Lalitpur,0.6499999999999999,29.5,51,13.0,Rain
3022,3022,4/13/2023,Lalitpur,64.75,24.3,68,4.2,Drizzle
3023,3023,4/14/2023,Lalitpur,72.03,10.6,95,19.0,
3024,3024,4/15/2023,Lalitpur,62.370000000000005,32.5,62,8.5,
3025,3025,4/16/2023,Lalitpur,47.42,23.5,97,19.2,
3026,3026,4/17/2023,Lalitpur,0.0,10.7,61,3.3,Rain
3027,3027,4/18/2023,Lalitpur,76.99,24.6,96,4.9,Drizzle
3028,3028,4/19/2023,Lalitpur,0.0,18.1,80,2.7,Drizzle
3029,3029,4/20/2023,Lalitpur,42.86,21.4,58,16.2,Drizzle
3030,3030,4/21/2023,Lalitpur,0.0,11.8,97,4.6,
3031,3031,4/22/2023,Lalitpur,45.93,15.4,49,14.0,Drizzle
3032,3032,4/23/2023,Lalitpur,0.0,29.8,81,13.1,Snow
3033,3033,4/24/2023,Lalitpur,89.44,15.8,94,8.1,Snow
3034,3034,4/25/2023,Lalitpur,77.07,18.8,92,6.8,
3035,3035,4/26/2023,Lalitpur,0.0,21.7,70,14.7,Snow
3036,3036,4/27/2023,Lalitpur,0.0,20.1,45,9.5,Drizzle
3037,3037,4/28/2023,Lalitpur,86.2,27.2,75,18.4,Rain
3038,3038,4/29/2023,Lalitpur,49.57,26.1,65,18.7,Rain
3039,3039,4/30/2023,Lalitpur,99.44,15.4,46,10.8,Rain
3040,3040,5/1/2023,Lalitpur,37.86,28.7,79,12.3,Drizzle
3041,3041,5/2/2023,Lalitpur,83.97,13.5,75,11.2,Drizzle
3042,3042,5/3/2023,Lalitpur,31.1,16.3,99,0.4,Snow
3043,3043,5/4/2023,Lalitpur,0.0,21.3,86,18.3,Snow
3044,3044,5/5/2023,Lalitpur,0.0,18.5,48,19.9,Snow
3045,3045,5/6/2023,Lalitpur,52.92,23.3,100,13.5,
3046,3046,5/7/2023,Lalitpur,77.11,18.4,98,17.8,
3047,3047,5/8/2023,Lalitpur,0.0,34.2,55,17.3,Drizzle
3048,3048,5/9/2023,Lalitpur,9.6,18.4,69,2.5,
3049,3049,5/10/2023,Lalitpur,8.38,30.4,48,3.2,Rain
3050,3050,5/11/2023,Lalitpur,66.58,26.0,94,3.7,Rain
3051,3051,5/12/2023,Lalitpur,0.0,15.5,60,1.1,Snow
3052,3052,5/13/2023,Lalitpur,60.66,32.0,59,17.2,Rain
3053,3053,5/14/2023,Lalitpur,20.24,17.4,87,2.9,Drizzle
3054,3054,5/15/2023,Lalitpur,0.0,28.2,92,7.3,Rain
3055,3055,5/16/2023,Lalitpur,0.0,27.7,51,18.1,Rain
3056,3056,5/17/2023,Lalitpur,53.05,24.2,43,11.8,Snow
3057,3057,5/18/2023,Lalitpur,0.0,11.2,57,1.6,Drizzle
3058,3058,5/19/2023,Lalitpur,0.71,34.0,52,11.5,Rain
3059,3059,5/20/2023,Lalitpur,0.0,24.5,71,10.6,Rain
3060,3060,5/21/2023,Lalitpur,68.52,30.4,52,3.6,Snow
3061,3061,5/22/2023,Lalitpur,13.85,28.4,65,10.2,
3062,3062,5/23/2023,Lalitpur,66.23,30.0,48,18.3,Rain
3063,3063,5/24/2023,Lalitpur,3.2799999999999994,12.8,81,4.4,Rain
3064,3064,5/25/2023,Lalitpur,33.33,32.8,61,2.6,Drizzle
3065,3065,5/26/2023,Lalitpur,5.17,14.9,65,14.8,Drizzle
3066,3066,5/27/2023,Lalitpur,0.0,22.5,90,12.2,Rain
3067,3067,5/28/2023,Lalitpur,0.020000000000000018,25.8,93,16.3,
3068,3068,5/29/2023,Lalitpur,23.01,23.8,43,14.2,Snow
3069,3069,5/30/2023,Lalitpur,16.25,29.3,98,11.2,Snow
3070,3070,5/31/2023,Lalitpur,82.57,24.3,41,13.3,
3071,3071,6/1/2023,Lalitpur,69.8,14.6,99,14.3,Rain
3072,3072,6/2/2023,Lalitpur,31.799999999999997,23.9,40,16.6,Drizzle
3073,3073,6/3/2023,Lalitpur,0.0,33.5,69,18.6,Rain
3074,3074,6/4/2023,Lalitpur,33.59,19.9,95,5.6,
3075,3075,6/5/2023,Lalitpur,12.17,30.5,55,5.2,Rain
3076,3076,6/6/2023,Lalitpur,87.48,10.2,76,7.3,Rain
3077,3077,6/7/2023,Lalitpur,0.0,15.1,86,5.1,Drizzle
3078,3078,6/8/2023,Lalitpur,65.8,17.7,92,14.1,
3079,3079,6/9/2023,Lalitpur,0.0,19.1,97,2.9,Drizzle
3080,3080,6/10/2023,Lalitpur,85.84,20.1,88,2.1,
3081,3081,6/11/2023,Lalitpur,55.67,13.3,71,9.6,Drizzle
3082,3082,6/12/2023,Lalitpur,61.81,14.7,78,3.5,Rain
3083,3083,6/13/2023,Lalitpur,0.0,20.3,75,5.9,Drizzle
3084,3084,6/14/2023,Lalitpur,21.82,33.7,59,6.2,Drizzle
3085,3085,6/15/2023,Lalitpur,6.190000000000001,23.8,52,5.4,Drizzle
3086,3086,6/16/2023,Lalitpur,0.0,13.1,95,10.1,
3087,3087,6/17/2023,Lalitpur,18.58,33.9,49,7.3,Rain
3088,3088,6/18/2023,Lalitpur,92.81,21.8,64,6.0,Drizzle
3089,3089,6/19/2023,Lalitpur,0.0,26.3,59,11.5,Drizzle
3090,3090,6/20/2023,Lalitpur,0.0,16.7,69,17.4,Rain
3091,3091,6/21/2023,Lalitpur,53.25,22.9,62,2.5,
3092,3092,6/22/2023,Lalitpur,65.79,12.4,95,13.6,Drizzle
3093,3093,6/23/2023,Lalitpur,14.130000000000003,16.0,46,0.1,Snow
3094,3094,6/24/2023,Lalitpur,0.0,13.9,97,8.0,Snow
3095,3095,6/25/2023,Lalitpur,67.18,30.1,72,18.6,Rain
3096,3096,6/26/2023,Lalitpur,5.42,34.6,76,9.6,Snow
3097,3097,6/27/2023,Lalitpur,4.93,25.1,66,18.8,Rain
3098,3098,6/28/2023,Lalitpur,58.15,17.1,80,2.9,Drizzle
3099,3099,6/29/2023,Lalitpur,0.0,33.8,57,15.5,Drizzle
3100,3100,6/30/2023,Lalitpur,7.199999999999999,30.4,89,8.9,Drizzle
3101,3101,7/1/2023,Lalitpur,0.0,15.8,41,8.4,Drizzle
3102,3102,7/2/2023,Lalitpur,92.99,31.3,65,12.9,Snow
3103,3103,7/3/2023,Lalitpur,9.34,10.6,82,10.2,Rain
3104,3104,7/4/2023,Lalitpur,41.28,19.3,98,13.7,Rain
3105,3105,7/5/2023,Lalitpur,0.0,11.3,58,13.8,Snow
3106,3106,7/6/2023,Lalitpur,99.87,27.4,61,7.5,Rain
3107,3107,7/7/2023,Lalitpur,54.64,20.8,98,12.1,Rain
3108,3108,7/8/2023,Lalitpur,86.62,22.5,59,14.5,
